gene symbol,p_val_adj,avg_logFC,cell type
PLEKHJ1,3.73E-17,0.259149,Intercalated cells
KCNJ16,3.87E-17,0.256024,Intercalated cells
COX7A2L,4.08E-17,0.351242,Intercalated cells
UGDH,4.15E-17,0.276105,Intercalated cells
CHPT1,5.05E-17,0.27929,Intercalated cells
HES1,5.54E-17,0.407649,Intercalated cells
TBC1D4,5.76E-17,0.302205,Intercalated cells
NDUFS3,5.96E-17,0.279023,Intercalated cells
MRPL1,8.63E-17,0.306656,Intercalated cells
TMEM245,1.26E-16,0.296391,Intercalated cells
SDC2,1.28E-16,0.279075,Intercalated cells
SLC25A36,1.33E-16,0.283892,Intercalated cells
ECI1,1.40E-16,0.270905,Intercalated cells
TMEM141,1.49E-16,0.283635,Intercalated cells
EIF4E,1.79E-16,0.28234,Intercalated cells
BTG3,1.83E-16,0.265783,Intercalated cells
MAP3K13,2.25E-16,0.330121,Intercalated cells
LYPLA1,3.20E-16,0.291796,Intercalated cells
PCBD1,3.32E-16,0.311256,Intercalated cells
ACADVL,3.72E-16,0.311006,Intercalated cells
HIBADH,4.40E-16,0.309012,Intercalated cells
PRDX3,4.40E-16,0.326531,Intercalated cells
CBR1,5.44E-16,0.293987,Intercalated cells
AK2,1.01E-15,0.279479,Intercalated cells
C14orf2,1.04E-15,0.293942,Intercalated cells
BORCS7,1.13E-15,0.300106,Intercalated cells
NDUFB8,1.15E-15,0.354662,Intercalated cells
SPINT2,1.31E-15,0.318364,Intercalated cells
PRKAR1A,1.52E-15,0.314316,Intercalated cells
NDUFB11,1.66E-15,0.342767,Intercalated cells
SVIP,1.73E-15,0.321564,Intercalated cells
HDDC2,1.77E-15,0.291029,Intercalated cells
CLIP1,2.13E-15,0.255815,Intercalated cells
MFF,3.66E-15,0.292475,Intercalated cells
GLS,4.01E-15,0.288409,Intercalated cells
TMEM261,4.23E-15,0.299964,Intercalated cells
TSPYL1,4.38E-15,0.289281,Intercalated cells
NDUFS4,4.53E-15,0.312674,Intercalated cells
PKHD1,5.02E-15,0.292972,Intercalated cells
NDUFB5,5.92E-15,0.338286,Intercalated cells
CD46,6.73E-15,0.304274,Intercalated cells
PFKFB3,8.53E-15,0.261004,Intercalated cells
TBC1D1,1.78E-14,0.251573,Intercalated cells
DDIT3,1.84E-14,0.257803,Intercalated cells
HSPB1,2.17E-14,0.26473,Intercalated cells
MPC2,2.30E-14,0.317862,Intercalated cells
CNIH4,2.77E-14,0.304139,Intercalated cells
PTGES3,3.02E-14,0.318285,Intercalated cells
UBE2H,3.06E-14,0.28404,Intercalated cells
ESD,6.04E-14,0.305929,Intercalated cells
ZBTB20,6.45E-14,0.288927,Intercalated cells
MLLT4,7.61E-14,0.287808,Intercalated cells
DDX17,1.21E-13,0.275241,Intercalated cells
NDUFA8,1.68E-13,0.253276,Intercalated cells
CHCHD2,1.94E-13,0.303857,Intercalated cells
UQCRH,3.05E-13,0.266732,Intercalated cells
MYL6B,3.75E-13,0.252622,Intercalated cells
MKKS,3.94E-13,0.278051,Intercalated cells
SNRPE,4.54E-13,0.351451,Intercalated cells
NR4A1,4.89E-13,0.282666,Intercalated cells
NDUFS8,5.84E-13,0.353876,Intercalated cells
RCN2,7.11E-13,0.257629,Intercalated cells
KRAS,7.32E-13,0.255017,Intercalated cells
CD2AP,8.12E-13,0.258522,Intercalated cells
CETN3,8.22E-13,0.299902,Intercalated cells
NDRG1,1.02E-12,0.291359,Intercalated cells
NCOA7,1.24E-12,0.276132,Intercalated cells
LNPEP,1.24E-12,0.255767,Intercalated cells
UQCRC1,1.24E-12,0.268076,Intercalated cells
AK3,1.72E-12,0.295598,Intercalated cells
CPEB4,2.42E-12,0.312551,Intercalated cells
CAMTA1,2.45E-12,0.319992,Intercalated cells
SDHC,2.69E-12,0.276834,Intercalated cells
ANP32A,3.19E-12,0.290257,Intercalated cells
FKBP2,3.84E-12,0.2764,Intercalated cells
MRPS5,4.69E-12,0.279529,Intercalated cells
UQCRC2,5.50E-12,0.265042,Intercalated cells
TMCO1,7.48E-12,0.313566,Intercalated cells
PPP1CB,8.54E-12,0.346424,Intercalated cells
HERPUD1,1.53E-11,0.31844,Intercalated cells
NDUFA3,1.57E-11,0.288872,Intercalated cells
MRPL27,1.75E-11,0.284466,Intercalated cells
WDR83OS,2.40E-11,0.312898,Intercalated cells
HNRNPA0,2.46E-11,0.28882,Intercalated cells
CCNI,3.68E-11,0.258178,Intercalated cells
MLEC,3.96E-11,0.26268,Intercalated cells
MMP24-AS1,5.33E-11,0.269013,Intercalated cells
LAMTOR5,8.51E-11,0.273104,Intercalated cells
NDUFB3,8.53E-11,0.291476,Intercalated cells
TAX1BP1,9.45E-11,0.306878,Intercalated cells
ERH,1.81E-10,0.264231,Intercalated cells
ZFP36L2,1.94E-10,0.344521,Intercalated cells
MGST3,2.36E-10,0.300195,Intercalated cells
ANAPC16,2.77E-10,0.27341,Intercalated cells
PGRMC1,2.99E-10,0.266444,Intercalated cells
NDUFB1,5.37E-10,0.263328,Intercalated cells
SELT,5.86E-10,0.250807,Intercalated cells
NDUFA12,6.49E-10,0.268042,Intercalated cells
ATP6AP1,6.99E-10,0.255288,Intercalated cells
TMEM50B,8.28E-10,0.250328,Intercalated cells
SREK1,9.07E-10,0.270537,Intercalated cells
COX17,1.09E-09,0.28688,Intercalated cells
NDUFA13,1.16E-09,0.264962,Intercalated cells
PRDX5,1.25E-09,0.292198,Intercalated cells
HADHA,1.33E-09,0.259582,Intercalated cells
RTN3,1.50E-09,0.254081,Intercalated cells
PTP4A2,1.86E-09,0.278562,Intercalated cells
MRPS36,2.64E-09,0.252898,Intercalated cells
PAPOLA,3.44E-09,0.272933,Intercalated cells
YWHAE,3.52E-09,0.267085,Intercalated cells
TMEM123,4.22E-09,0.25099,Intercalated cells
TMEM14B,7.44E-09,0.259807,Intercalated cells
HIGD2A,1.64E-08,0.261634,Intercalated cells
ATP5J2,2.54E-08,0.268826,Intercalated cells
SLIRP,3.32E-08,0.265816,Intercalated cells
ADI1,3.72E-08,0.254858,Intercalated cells
EIF3K,7.06E-08,0.258449,Intercalated cells
CUTA,7.88E-08,0.258384,Intercalated cells
NDFIP1,3.45E-07,0.254738,Intercalated cells
SRSF6,6.31E-07,0.260768,Intercalated cells
SLPI,0,3.355014,T cells
LTF,3.16E-299,1.079313,T cells
SAA1,5.43E-223,1.971219,T cells
C3,1.27E-220,1.320803,T cells
LCN2,6.29E-214,0.898556,T cells
MTRNR2L1,9.10E-198,0.80186,T cells
SLC34A2,1.17E-180,0.923487,T cells
ID4,1.10E-155,1.251512,T cells
SERPINA1,3.26E-155,1.95797,T cells
ITGB6,2.85E-154,1.198339,T cells
SPP1,7.57E-143,1.787172,T cells
MUC1,9.73E-141,1.308373,T cells
WFDC2,2.19E-134,1.433562,T cells
LINC01503,2.54E-129,0.627566,T cells
SFTA2,8.95E-128,0.509455,T cells
RRAD,1.14E-119,0.937732,T cells
KRT7,9.32E-115,0.973407,T cells
NNMT,6.25E-112,1.234947,T cells
ADAMTS1,2.04E-110,1.025068,T cells
CLDN4,1.98E-109,0.969105,T cells
TSPAN8,4.47E-108,1.01676,T cells
LINC01320,8.12E-107,1.021259,T cells
ELF3,4.80E-106,1.064706,T cells
MMP7,2.82E-105,0.936907,T cells
TACSTD2,5.41E-105,0.983554,T cells
SERPING1,6.14E-99,0.952969,T cells
KRT19,4.74E-95,0.849466,T cells
ID1,5.24E-94,1.164478,T cells
FXYD3,4.65E-89,0.578908,T cells
SOX9,4.97E-89,0.786609,T cells
ATF3,5.57E-77,1.065844,T cells
CLU,1.02E-76,0.725824,T cells
ABCC3,4.67E-76,0.44432,T cells
CD24,5.71E-76,0.880113,T cells
SAT1,1.80E-71,0.760501,T cells
APOL1,2.08E-71,0.864434,T cells
CLDN10,1.55E-70,0.671848,T cells
CRYAB,1.64E-69,0.697632,T cells
PCSK1N,7.95E-69,0.892811,T cells
FHL2,7.06E-65,0.556868,T cells
SLC16A5,3.36E-64,0.432832,T cells
PAPPA2,1.89E-61,0.499691,T cells
CXCL1,3.71E-61,0.907389,T cells
S100A13,1.30E-60,0.752552,T cells
CLDN3,7.30E-60,0.656652,T cells
TESC,2.14E-59,0.445303,T cells
FOSB,3.82E-59,0.918782,T cells
S100A6,9.25E-59,0.673431,T cells
RND3,3.76E-58,0.71119,T cells
NFKBIZ,5.75E-58,0.728058,T cells
TSPAN1,1.62E-54,0.686629,T cells
SDC4,8.96E-54,0.746119,T cells
PAX8,1.84E-53,0.563264,T cells
LY6E,7.96E-53,0.689055,T cells
PDZK1IP1,8.92E-50,0.74913,T cells
C19orf33,1.47E-49,0.609965,T cells
S100A14,5.30E-49,0.47821,T cells
KRT18,1.49E-48,0.614758,T cells
DEFB1,1.33E-47,0.320271,T cells
C8orf4,1.79E-47,0.601884,T cells
KRT8,3.36E-47,0.562914,T cells
IER2,8.79E-47,0.814787,T cells
PROM1,9.95E-47,0.444712,T cells
EZR,1.10E-46,0.634338,T cells
ZC3H12A,1.58E-46,0.397766,T cells
ITGA3,3.16E-46,0.569368,T cells
SEMA4A,4.30E-46,0.399645,T cells
IRX2,1.05E-45,0.330061,T cells
LDHA,6.81E-45,0.648562,T cells
EGR1,1.03E-44,0.670017,T cells
EFNA5,2.04E-44,0.434653,T cells
EMX2,9.41E-44,0.542168,T cells
ID2,5.15E-43,0.707449,T cells
HINT1,1.00E-42,0.472068,T cells
CDK2AP2,5.31E-42,0.541503,T cells
RPL41,6.15E-42,0.373953,T cells
DEPTOR,2.79E-41,0.429665,T cells
S100A11,3.37E-41,0.572655,T cells
PDLIM4,4.29E-40,0.369213,T cells
RNF213,7.74E-40,0.612126,T cells
ADGRF1,8.62E-39,0.352146,T cells
ID3,1.01E-38,0.781808,T cells
KLF5,1.25E-38,0.434756,T cells
RNF144B,2.95E-38,0.529278,T cells
PPDPF,1.33E-37,0.527995,T cells
MET,4.61E-37,0.37811,T cells
RASD1,5.91E-37,0.485629,T cells
SMIM22,1.32E-36,0.4293,T cells
CRIP1,1.35E-36,0.641452,T cells
SOD2,7.04E-36,0.670149,T cells
SOX4,5.11E-35,0.557509,T cells
DMKN,5.22E-35,0.507126,T cells
MAOA,5.13E-34,0.394527,T cells
CLDN7,8.65E-34,0.437986,T cells
MAL,1.36E-33,0.541219,T cells
LMNA,1.57E-32,0.543212,T cells
NCOA7,1.72E-32,0.600527,T cells
FXYD2,1.97E-32,0.429909,T cells
SCNN1A,2.79E-32,0.415279,T cells
FOS,3.15E-32,0.497182,T cells
MGLL,4.30E-32,0.42364,T cells
BICC1,4.38E-32,0.429088,T cells
ITM2C,9.97E-31,0.546286,T cells
POLG2,3.09E-30,0.303266,T cells
PLP2,5.82E-30,0.415905,T cells
CRNDE,2.48E-29,0.338081,T cells
RPS4X,4.01E-29,0.429148,T cells
PHLDA2,1.68E-28,0.335776,T cells
S100A1,3.13E-28,0.802135,T cells
SLC5A3,5.76E-28,0.4241,T cells
TNFRSF12A,2.23E-27,0.427789,T cells
ADIRF,2.66E-27,0.528057,T cells
SYTL2,3.13E-27,0.310432,T cells
BCAM,3.37E-27,0.531237,T cells
IFITM2,3.49E-27,0.469125,T cells
TSTD1,6.05E-27,0.457068,T cells
KLF4,1.83E-26,0.513604,T cells
SPINT1,1.89E-26,0.320556,T cells
WWC1,2.17E-26,0.299711,T cells
CITED4,2.98E-26,0.306808,T cells
JUN,9.21E-26,0.494019,T cells
MYADM,9.75E-26,0.376412,T cells
POU3F3,2.28E-25,0.327752,T cells
PERP,2.67E-25,0.416751,T cells
CDH16,2.73E-25,0.447294,T cells
PKM,3.39E-25,0.463523,T cells
CIB1,6.33E-25,0.421779,T cells
HLA-B,8.30E-25,0.435903,T cells
PLK3,8.44E-25,0.348605,T cells
PMAIP1,8.52E-25,0.429564,T cells
KIF9,1.90E-24,0.325217,T cells
ARHGAP29,2.67E-24,0.448508,T cells
IER3,2.92E-24,0.490674,T cells
ODC1,3.18E-24,0.404807,T cells
GMDS,4.46E-24,0.299592,T cells
KIF12,6.35E-24,0.312256,T cells
ANXA1,1.15E-23,0.596665,T cells
CYR61,1.59E-23,0.358982,T cells
CITED2,6.53E-23,0.461546,T cells
CAMK2N1,6.61E-23,0.345161,T cells
GOLM1,6.65E-23,0.299482,T cells
MFHAS1,1.25E-22,0.360045,T cells
CTD-3252C9.4,2.98E-22,0.440439,T cells
MIDN,3.10E-22,0.452104,T cells
WEE1,3.15E-22,0.392054,T cells
HOXB2,3.58E-22,0.257682,T cells
PFKFB3,3.86E-22,0.278356,T cells
IFITM1,4.82E-22,0.289004,T cells
BIRC3,5.38E-22,0.509563,T cells
CNDP2,6.48E-22,0.395843,T cells
SDC1,1.09E-21,0.253188,T cells
BHLHE40,1.99E-21,0.431938,T cells
MAFF,3.16E-21,0.294857,T cells
BCL7C,3.86E-21,0.328842,T cells
EMP1,4.07E-21,0.417964,T cells
TNFSF10,4.42E-21,0.421204,T cells
CXXC5,6.90E-21,0.373095,T cells
EPS8L2,9.15E-21,0.271281,T cells
RASSF7,1.80E-20,0.349902,T cells
RARRES3,3.12E-20,0.475082,T cells
PLEKHA1,4.49E-20,0.401079,T cells
INTS6,4.90E-20,0.379957,T cells
VMP1,3.03E-19,0.427631,T cells
SLC25A37,3.33E-19,0.339059,T cells
C1orf186,5.03E-19,0.310169,T cells
GSTP1,5.19E-19,0.373642,T cells
HEXIM1,6.48E-19,0.343749,T cells
RPS14,6.70E-19,0.278315,T cells
PAX2,2.52E-18,0.26749,T cells
RPLP0,2.69E-18,0.371799,T cells
SNHG25,3.59E-18,0.423277,T cells
TGM2,3.68E-18,0.480335,T cells
MDK,4.42E-18,0.330228,T cells
ZFP36L1,1.12E-17,0.357755,T cells
RPL8,1.32E-17,0.272978,T cells
CST3,1.98E-17,0.281828,T cells
TFPI,2.02E-17,0.348155,T cells
SPINT2,2.05E-17,0.3342,T cells
CSTB,2.54E-17,0.367645,T cells
ATP1A1,3.99E-17,0.314795,T cells
NEAT1,4.01E-17,0.315689,T cells
IMPA2,7.66E-17,0.274611,T cells
TNFAIP2,7.88E-17,0.354179,T cells
IFITM3,1.08E-16,0.336376,T cells
KCNJ16,1.08E-16,0.287584,T cells
S100A2,1.71E-16,0.351549,T cells
HLA-A,2.89E-16,0.316713,T cells
TUBB4B,3.61E-16,0.369056,T cells
DNAJB1,5.56E-16,0.404977,T cells
TMEM205,7.74E-16,0.339422,T cells
HCFC1R1,1.01E-15,0.316473,T cells
C1S,1.11E-15,0.359962,T cells
C7orf73,1.18E-15,0.372712,T cells
RPS9,1.30E-15,0.284848,T cells
RAB34,1.61E-15,0.263301,T cells
ITGB8,2.18E-15,0.318771,T cells
MPC2,2.32E-15,0.343359,T cells
TPM1,3.33E-15,0.373692,T cells
RPS10,5.50E-15,0.309949,T cells
KLF6,5.87E-15,0.432263,T cells
RPL31,7.06E-15,0.265314,T cells
SERTAD1,9.37E-15,0.340141,T cells
SYNE1,9.67E-15,0.284846,T cells
CRIP2,1.15E-14,0.278099,T cells
PTTG1IP,1.72E-14,0.321639,T cells
TMEM176A,2.52E-14,0.289976,T cells
CFI,7.08E-14,0.304007,T cells
DCDC2,1.32E-13,0.266833,T cells
MYO9A,2.32E-13,0.258634,T cells
RAB3IP,2.53E-13,0.253559,T cells
ENO1,3.12E-13,0.342196,T cells
BRD2,3.69E-13,0.371604,T cells
HLA-C,4.22E-13,0.301651,T cells
IRF1,4.57E-13,0.33355,T cells
AIF1L,6.30E-13,0.255118,T cells
SERF2,1.08E-12,0.250939,T cells
TOB1,1.25E-12,0.34162,T cells
RHOB,3.34E-12,0.326624,T cells
JUNB,7.12E-12,0.328503,T cells
RPSA,8.52E-12,0.282938,T cells
COMMD6,1.39E-11,0.291835,T cells
YBX3,1.77E-11,0.274237,T cells
S100A10,3.88E-11,0.29092,T cells
VCAN,4.14E-11,0.259545,T cells
C9orf3,4.27E-11,0.258214,T cells
S100A16,9.24E-11,0.267302,T cells
GLRX5,9.63E-11,0.277788,T cells
IFRD1,1.34E-10,0.275883,T cells
PON2,1.58E-10,0.254762,T cells
LMO4,2.11E-10,0.311748,T cells
HBEGF,2.38E-10,0.288814,T cells
DNPH1,4.11E-10,0.267339,T cells
SPATS2L,4.65E-10,0.25801,T cells
CDKN1A,1.12E-09,0.278482,T cells
RBBP8,1.29E-09,0.311154,T cells
STAT1,1.38E-09,0.330303,T cells
MZT2B,2.14E-09,0.299929,T cells
BAG1,2.41E-09,0.255873,T cells
CXCL2,2.81E-09,0.351487,T cells
KLF10,3.58E-09,0.31971,T cells
HSPA1A,3.95E-09,0.380534,T cells
MIF,5.54E-09,0.29214,T cells
TSC22D1,8.21E-09,0.270948,T cells
MRPS6,1.17E-08,0.253091,T cells
MMP24-AS1,2.32E-08,0.259382,T cells
LDHB,6.55E-08,0.269607,T cells
PPP1R15A,6.59E-08,0.262606,T cells
TMEM258,2.19E-07,0.273265,T cells
B4GALT1,3.48E-07,0.282662,T cells
NENF,9.64E-07,0.261656,T cells
NR4A1,1.93E-06,0.361283,T cells
GADD45B,2.06E-06,0.332945,T cells
MGST3,2.66E-06,0.268159,T cells
DUSP23,1.18E-05,0.294183,T cells
HES1,4.51E-05,0.333504,T cells
PFN1,0.000418,0.253424,T cells
VCAM1,1,0.294463,T cells
2-Sep,1,0.32237,Vascular smooth muscle cells / pericytes
7-Sep,2.32E-18,0.851818,Vascular smooth muscle cells / pericytes
A1BG,1.93E-25,0.261562,Mesangial cell
A2M,7.16E-42,1.248066,Vascular smooth muscle cells / pericytes
AC013461.1,5.80E-26,0.335255,Mesangial cell
AC013461.1,1.77E-26,0.797454,Vascular smooth muscle cells / pericytes
ACTA2,1.16E-221,1.279905,Mesangial cell
ACTA2,3.68E-134,1.84546,Vascular smooth muscle cells / pericytes
ACTB,3.28E-86,0.749119,Mesangial cell
ACTG1,1.00E-72,0.7267,Mesangial cell
ACTN1,7.28E-78,0.795481,Mesangial cell
ACTN4,0.073884,0.296982,Vascular smooth muscle cells / pericytes
ADAM15,0.299272,0.280114,Vascular smooth muscle cells / pericytes
ADAM9,7.15E-21,0.340527,Mesangial cell
ADAMTS1,6.88E-22,1.014471,Vascular smooth muscle cells / pericytes
ADAMTS5,5.51E-37,0.653558,Vascular smooth muscle cells / pericytes
ADD1,1,0.344211,Vascular smooth muscle cells / pericytes
ADGRF5,1.83E-33,0.943715,Vascular smooth muscle cells / pericytes
ADGRL4,2.52E-20,0.762852,Vascular smooth muscle cells / pericytes
ADIRF,2.02E-08,0.564206,Mesangial cell
ADIRF,2.30E-16,0.917644,Vascular smooth muscle cells / pericytes
AEBP1,1.38E-238,1.013593,Mesangial cell
AK1,3.69E-05,0.2936,Mesangial cell
AKAP12,0.049017,0.406378,Vascular smooth muscle cells / pericytes
AKAP13,1,0.299514,Vascular smooth muscle cells / pericytes
ALCAM,2.04E-37,0.426059,Mesangial cell
ALDOA,1.64E-18,0.422707,Mesangial cell
ANAPC11,2.77E-23,0.489461,Mesangial cell
ANGPTL4,1.31E-148,0.847675,Mesangial cell
ANKRD10,1,0.317623,Vascular smooth muscle cells / pericytes
ANKRD11,1,0.350684,Vascular smooth muscle cells / pericytes
ANKRD28,2.97E-12,0.256956,Mesangial cell
ANO6,0.043697,0.421974,Vascular smooth muscle cells / pericytes
ANXA1,1.72E-17,0.339223,Mesangial cell
ANXA2,1.09E-53,0.919248,Mesangial cell
ANXA5,4.70E-34,0.555674,Mesangial cell
ANXA6,8.24E-40,0.401414,Mesangial cell
AP1S2,1,0.27583,Vascular smooth muscle cells / pericytes
AP2S1,1.36E-29,0.54517,Mesangial cell
AP3S1,3.36E-22,0.394692,Mesangial cell
AP3S1,1,0.276444,Vascular smooth muscle cells / pericytes
APOL1,7.01E-20,0.277012,Mesangial cell
APOL2,3.09E-16,0.294869,Mesangial cell
APOL6,5.05E-15,0.263189,Mesangial cell
APOLD1,5.67E-48,1.376449,Vascular smooth muscle cells / pericytes
APP,2.53E-05,0.513228,Vascular smooth muscle cells / pericytes
AQP1,4.39E-19,1.164592,Vascular smooth muscle cells / pericytes
ARF4,3.57E-33,0.578253,Mesangial cell
ARGLU1,0.00469,0.472242,Vascular smooth muscle cells / pericytes
ARHGAP29,1,0.27148,Vascular smooth muscle cells / pericytes
ARHGDIA,1.27E-15,0.315919,Mesangial cell
ARHGDIB,1,0.348298,Vascular smooth muscle cells / pericytes
ARHGEF17,1.82E-22,0.551308,Vascular smooth muscle cells / pericytes
ARID5A,9.12E-10,0.470915,Vascular smooth muscle cells / pericytes
ARID5B,1,0.539292,Vascular smooth muscle cells / pericytes
ARMCX3,1,0.301429,Vascular smooth muscle cells / pericytes
ARPC1A,2.09E-17,0.36667,Mesangial cell
ARPC1B,5.25E-18,0.367926,Mesangial cell
ARPC2,1.53E-21,0.400902,Mesangial cell
ARPC4,1.94E-11,0.314631,Mesangial cell
ARPC5,4.97E-12,0.309712,Mesangial cell
ASPH,8.11E-21,0.37314,Mesangial cell
ATL3,6.82E-10,0.263504,Mesangial cell
ATL3,0.72159,0.282597,Vascular smooth muscle cells / pericytes
ATP2A2,1,0.302072,Vascular smooth muscle cells / pericytes
AXL,4.17E-126,0.851225,Mesangial cell
B2M,0.000175,0.254615,Vascular smooth muscle cells / pericytes
B4GALT1,1.60E-33,0.689092,Mesangial cell
BANF1,1,0.266436,Vascular smooth muscle cells / pericytes
BASP1,7.47E-103,0.651777,Mesangial cell
BAZ2A,0.000959,0.4569,Vascular smooth muscle cells / pericytes
BEX5,1,0.420397,Vascular smooth muscle cells / pericytes
BGN,4.98E-220,1.239052,Mesangial cell
BGN,4.50E-37,0.860146,Vascular smooth muscle cells / pericytes
BMPR2,1,0.2922,Vascular smooth muscle cells / pericytes
BRD2,1,0.266527,Vascular smooth muscle cells / pericytes
BRI3,5.84E-08,0.263634,Mesangial cell
BST2,1.68E-20,0.338838,Mesangial cell
BST2,0.009555,0.361854,Vascular smooth muscle cells / pericytes
BTG1,4.58E-11,0.588029,Vascular smooth muscle cells / pericytes
BTG2,1,0.298938,Vascular smooth muscle cells / pericytes
BTNL9,2.20E-27,0.614683,Vascular smooth muscle cells / pericytes
BZW1,1.19E-35,0.625608,Mesangial cell
C10orf10,1.28E-09,0.781974,Vascular smooth muscle cells / pericytes
C11orf96,2.22E-114,1.055866,Mesangial cell
C11orf96,6.12E-86,1.460944,Vascular smooth muscle cells / pericytes
C12orf57,5.29E-21,0.464282,Mesangial cell
C12orf57,8.75E-09,0.510934,Vascular smooth muscle cells / pericytes
C17orf89,7.49E-10,0.266767,Mesangial cell
C19orf53,6.94E-06,0.252186,Mesangial cell
C1orf122,1.04E-11,0.295057,Mesangial cell
C1orf54,2.12E-09,0.578446,Vascular smooth muscle cells / pericytes
C1R,1.55E-109,0.809078,Mesangial cell
C1S,8.75E-90,0.826171,Mesangial cell
C4orf3,6.24E-10,0.283551,Mesangial cell
C4orf3,1,0.250529,Vascular smooth muscle cells / pericytes
C4orf48,1.64E-12,0.361318,Mesangial cell
C5orf24,1,0.280209,Vascular smooth muscle cells / pericytes
C7orf73,1.87E-24,0.469372,Mesangial cell
C9orf3,1,0.252831,Vascular smooth muscle cells / pericytes
CACNA1C,5.86E-72,0.572501,Vascular smooth muscle cells / pericytes
CALCOCO2,1,0.35428,Vascular smooth muscle cells / pericytes
CALCRL,0.0034,0.500549,Vascular smooth muscle cells / pericytes
CALD1,2.03E-147,1.335053,Mesangial cell
CALD1,4.05E-45,1.442932,Vascular smooth muscle cells / pericytes
CALM1,3.04E-11,0.285389,Mesangial cell
CALM1,9.29E-05,0.464637,Vascular smooth muscle cells / pericytes
CALR,2.35E-19,0.478625,Mesangial cell
CALU,2.64E-154,1.138537,Mesangial cell
CAMSAP2,0.00311,0.340743,Vascular smooth muscle cells / pericytes
CAP1,4.64E-13,0.360287,Mesangial cell
CAV1,6.92E-77,0.623105,Mesangial cell
CAV1,7.89E-29,0.859787,Vascular smooth muscle cells / pericytes
CAV2,7.71E-08,0.654782,Vascular smooth muscle cells / pericytes
CBLB,0.750161,0.298927,Vascular smooth muscle cells / pericytes
CCDC107,0.703798,0.29583,Vascular smooth muscle cells / pericytes
CCDC80,0,1.795231,Mesangial cell
CCDC85B,8.15E-07,0.487767,Vascular smooth muscle cells / pericytes
CCL2,2.04E-39,0.8284,Mesangial cell
CCND1,3.63E-39,0.655538,Mesangial cell
CCND1,1,0.378249,Vascular smooth muscle cells / pericytes
CCND2,1,0.321939,Vascular smooth muscle cells / pericytes
CD151,1.08E-16,0.452771,Mesangial cell
CD248,0,0.705065,Mesangial cell
CD34,3.39E-07,0.593694,Vascular smooth muscle cells / pericytes
CD44,1.62E-60,0.681887,Mesangial cell
CD46,1,0.369239,Vascular smooth muscle cells / pericytes
CD59,3.54E-18,0.400346,Mesangial cell
CD63,3.95E-33,0.548042,Mesangial cell
CD81,1,0.286915,Vascular smooth muscle cells / pericytes
CD93,2.28E-16,0.846713,Vascular smooth muscle cells / pericytes
CD99,3.71E-37,0.499993,Mesangial cell
CD99,0.778747,0.32432,Vascular smooth muscle cells / pericytes
CDC37,0.627637,0.344631,Vascular smooth muscle cells / pericytes
CDC42BPA,0.000698,0.408442,Vascular smooth muscle cells / pericytes
CDH11,6.38E-281,0.635143,Mesangial cell
CDH13,6.50E-75,0.5393,Mesangial cell
CDH5,8.51E-16,0.519394,Vascular smooth muscle cells / pericytes
CDK12,1,0.264813,Vascular smooth muscle cells / pericytes
CDKN1A,1.41E-05,0.495167,Vascular smooth muscle cells / pericytes
CDS2,6.45E-07,0.39758,Vascular smooth muscle cells / pericytes
CEBPB,1.17E-13,0.313317,Mesangial cell
CEBPB,0.533625,0.481496,Vascular smooth muscle cells / pericytes
CEBPD,1.74E-05,0.817565,Vascular smooth muscle cells / pericytes
CEP350,0.396177,0.353437,Vascular smooth muscle cells / pericytes
CFH,4.85E-83,0.702448,Mesangial cell
CFL1,1.75E-24,0.450665,Mesangial cell
CFL2,3.27E-23,0.309304,Mesangial cell
CHD6,0.017226,0.391072,Vascular smooth muscle cells / pericytes
CHPF,3.68E-36,0.405481,Mesangial cell
CHSY1,1.36E-06,0.464885,Vascular smooth muscle cells / pericytes
CHURC1,0.071313,0.377359,Vascular smooth muscle cells / pericytes
CIRBP,1,0.255956,Vascular smooth muscle cells / pericytes
CISD3,1.58E-06,0.274256,Mesangial cell
CKAP4,1.10E-128,0.957703,Mesangial cell
CKS1B,1.63E-05,0.288011,Mesangial cell
CKS2,7.46E-14,0.416169,Mesangial cell
CLDN5,1.82E-13,0.971608,Vascular smooth muscle cells / pericytes
CLEC2B,1,0.260562,Vascular smooth muscle cells / pericytes
CLIC1,1.04E-13,0.377963,Mesangial cell
CLIC4,1.15E-35,0.518976,Mesangial cell
CLMN,1.86E-05,0.507332,Vascular smooth muscle cells / pericytes
CLTB,3.47E-10,0.270925,Mesangial cell
CMSS1,1.25E-13,0.297537,Mesangial cell
CNN3,0.000425,0.544569,Vascular smooth muscle cells / pericytes
COL12A1,5.81E-147,0.720034,Mesangial cell
COL15A1,2.54E-54,0.632125,Mesangial cell
COL1A1,0,2.802122,Mesangial cell
COL1A2,0,3.001004,Mesangial cell
COL1A2,2.34E-32,0.353993,Vascular smooth muscle cells / pericytes
COL3A1,0,2.772808,Mesangial cell
COL3A1,1.89E-27,0.40066,Vascular smooth muscle cells / pericytes
COL4A1,1.20E-99,0.924004,Mesangial cell
COL4A1,7.67E-05,0.780821,Vascular smooth muscle cells / pericytes
COL4A2,7.19E-67,0.671235,Mesangial cell
COL4A2,0.839864,0.578123,Vascular smooth muscle cells / pericytes
COL5A1,0,0.929505,Mesangial cell
COL5A2,0,1.376949,Mesangial cell
COL6A1,1.04E-149,1.244987,Mesangial cell
